tau_lo,tau_hi,delta,N_total,N_keep,N_erasure,Erasure_frac,Erasure_atom,Erasure_bkd,Erasure_TP,Erasure_TN,Erasure_FP,Erasure_FN,Keep_TP,Keep_TN,Keep_FP,Keep_FN,F1_data,F0_data,f_kept,F_data,N_error,N_correct,N_erase_error,N_erase_correct,P_erase_given_error,P_erase_given_correct,F1_cdf,F0_cdf,eps_atom_cdf,eps_bkd_cdf,eps_cdf,F1_cond_cdf,F0_cond_cdf,f_kept_cdf,F_cdf,P_erase_error_cdf,P_erase_correct_cdf,F_loss_data,N_erasure_loss,F_loss_cdf,P_erase_error_loss_cdf,P_erase_correct_loss_cdf
0.35,0.65,0.15000000000000002,21996,21924,72,0.0032733224222585926,41,31,13,18,13,28,7908,13489,203,324,0.9606413994169096,0.9851738241308794,0.37547892720306514,0.9759624156175881,568,21428,41,31,0.0721830985915493,0.0014467052454732127,0.976423,0.9959372,0.0046404,0.0030091,0.0036226545053646116,0.9809751169326141,0.9989431197416144,0.3757296589637025,0.9921920081739299,0.16467750627110286,0.0021085824323384818,0.9759624156175881,72,0.9921825149495558,0.1636170524739614,0.0021124807246728685
0.33999999999999997,0.66,0.16000000000000003,21996,21917,79,0.0035915621022004,44,35,14,20,15,30,7907,13487,201,322,0.9608700935715154,0.9853156049094097,0.37546197016014965,0.9761372450609117,568,21428,45,34,0.07922535211267606,0.0015867089789061042,0.9762662,0.9957395,0.0049719,0.0032557,0.0039011865702855064,0.9811443516017286,0.9989919179873915,0.3757095515410699,0.9922864168245347,0.17500831478771436,0.00229261333272457,0.9761372450609117,79,0.9922813297894704,0.17442215047633833,0.002294703079497413
0.32999999999999996,0.67,0.17000000000000004,21996,21909,87,0.003955264593562466,50,37,17,21,16,33,7904,13486,200,319,0.9612063723701813,0.9853865263773199,0.37532520881829384,0.9763111050253321,568,21428,49,38,0.08626760563380281,0.001773380623483293,0.9761136,0.9955223,0.005315,0.0035222,0.004196496890343699,0.9813293655780473,0.9990411226421703,0.3756913815405139,0.9923869681612401,0.18600398707580268,0.002487329854772687,0.9763111050253321,87,0.9923805677821422,0.18527708978206056,0.0024894860874802014
0.32,0.6799999999999999,0.17999999999999997,21996,21897,99,0.004500818330605565,58,41,20,24,17,38,7901,13483,199,314,0.9617772367620206,0.9854553427861423,0.37516554779193495,0.9765721331689273,568,21428,55,44,0.09683098591549295,0.002053388090349076,0.9759564,0.9952919,0.0056602,0.0037995,0.004499335020003637,0.9815119539618146,0.9990879346075413,0.37567524812902436,0.992485073717347,0.19673792819106528,0.0026921054824452103,0.9765721331689273,99,0.9924782146611475,0.1959629819381002,0.002694984756657442
0.31,0.69,0.18999999999999997,21996,21890,106,0.004819058010547372,63,43,23,26,17,40,7898,13481,199,312,0.9619975639464068,0.985453216374269,0.3750571037003198,0.9766560073092735,568,21428,57,49,0.10035211267605634,0.0022867276460705618,0.9757967,0.995042,0.0060049,0.0040954,0.00481358937534097,0.981691660250639,0.9991338527806779,0.3756636032178588,0.9925814558868238,0.20729042793203206,0.0029101103845979998,0.9766560073092735,106,0.9925742952762475,0.2064836741840156,0.002912835003307692
0.3,0.7,0.19999999999999998,21996,21882,114,0.005182760501909438,68,46,25,29,17,43,7896,13478,199,309,0.9623400365630713,0.9854500255904073,0.37496572525363314,0.9767845717941688,568,21428,60,54,0.1056338028169014,0.002520067201792048,0.9756364,0.9947767,0.0063542,0.0044048,0.005137996317512275,0.9818754328755779,0.9991778787201866,0.37565404542684805,0.9926781449428804,0.21787718702933537,0.003138041246531463,0.9767845717941688,114,0.9926726649324495,0.21725158220399546,0.0031401119017312857
0.29000000000000004,0.71,0.20999999999999996,21996,21874,122,0.0055464629932715035,72,50,25,33,17,47,7896,13474,199,305,0.9628094134861602,0.9854457690338624,0.37491999634268997,0.9769589466947062,568,21428,64,58,0.11267605633802817,0.0027067388463692366,0.9754739,0.9944901,0.0067172,0.0047314,0.0054782868612475,0.9820706650714177,0.9992177990946365,0.37564529971117006,0.9927765587952968,0.22865371278372826,0.003380221040377747,0.9769589466947062,122,0.9927683483796157,0.22773646256131827,0.00338397140225375
0.28,0.72,0.21999999999999997,21996,21871,125,0.005682851427532279,74,51,26,34,17,48,7895,13473,199,304,0.9629223075984876,0.9854447045055588,0.3748799780531297,0.9770015088473321,568,21428,65,60,0.11443661971830986,0.002800074668657831,0.9753095,0.9941849,0.0070806,0.0050781,0.005831267962356793,0.9822645221757175,0.9992592383382053,0.375641191678601,0.9928753229066889,0.2394701442472032,0.003634835542732247,0.9770015088473321,125,0.9928675964154745,0.23860453159108064,0.0036369198303182323
0.27,0.73,0.22999999999999998,21996,21866,130,0.00591016548463357,77,53,27,36,17,50,7894,13471,199,302,0.9631527574426549,0.9854425749817117,0.37482850086892894,0.9770877160889051,568,21428,67,63,0.11795774647887323,0.0029400784020907223,0.975132,0.9938581,0.0074627,0.0054434,0.006202886674849973,0.9824638328453752,0.9992976769748448,0.37563704817509336,0.9929742614566113,0.25031176292507845,0.003908026083839275,0.9770877160889051,130,0.992969866036447,0.2498034402790362,0.003908010121794247
0.26,0.74,0.24,21996,21856,140,0.006364793598836152,81,59,29,40,19,52,7892,13467,197,300,0.96337890625,0.9855825526932084,0.37481698389458273,0.9772602489019033,568,21428,71,69,0.125,0.0032200858689565054,0.974961,0.9935027,0.0078439,0.005836,0.006591198977086743,0.9826689570320638,0.9993348179978353,0.37563955458695397,0.9930744614078448,0.2612924482397082,0.004196759789161329,0.9772602489019033,140,0.9930746281164546,0.261274600355921,0.004196313128917508
