delta,amp_lo,amp_hi,N_total,N_keep,N_erasure,Erasure_frac,Erasure_atom,Erasure_bkd,Erasure_TP,Erasure_TN,Erasure_FP,Erasure_FN,Keep_TP,Keep_TN,Keep_FP,Keep_FN,F1_data,F0_data,f_kept,F_data,N_error,N_correct,N_erase_error,N_erase_correct,P_erase_given_error,P_erase_given_correct,mean_dist_to_thld,median_dist_to_thld,eps_atom_cdf,eps_bkd_cdf,eps_cdf,F1_cdf,F0_cdf,F1_cond_cdf,F0_cond_cdf,f_kept_cdf,F_cdf,P_erase_error_cdf,P_erase_correct_cdf,eps_atom_loss,eps_loss,F1_loss,F0_loss,F1_cond_loss,F0_cond_loss,f_kept_loss,F_loss_cdf,P_erase_error_loss,P_erase_correct_loss
0.27646678,0.023533219999999966,0.5764667800000001,27216,23842,3374,0.12397119341563786,181,3193,83,3185,8,98,15246,8556,14,26,0.9982975379779989,0.9983663943990665,0.6405502894052513,0.9983222883986242,146,27070,106,3268,0.726027397260274,0.12072404876246767,0.2272120136830657,0.2439058333333333,0.0016027654380151378,0.30142027282969863,0.13118658890393123,0.9968131177553642,0.6985797271703014,0.9984133401498096,1.0,0.652477231879454,0.9989647405730135,0.2990160342528168,0.1309709667423857,0.0016174341231633257,0.1311949176514178,0.996781617676651,0.6985797271703014,0.9983964581765511,1.0,0.6524739003734116,0.9989537308120424,0.2987609765767845,0.13097742273960494
0.30411345,-0.0041134500000000185,0.60411345,27216,21579,5637,0.20712081128747795,194,5443,87,5435,8,107,15242,6306,14,17,0.9988859034012714,0.9977848101265823,0.7071226655544742,0.9985634181380045,146,27070,115,5522,0.7876712328767124,0.20398965644625047,0.2532782984447983,0.2702583333333321,0.001768402723930619,0.4841592516960207,0.21026206661497615,0.9967037375323723,0.5158407483039793,0.9984694335985094,1.0,0.7176898793517845,0.9989015279839742,0.32391022065663594,0.21011605492686514,0.0017844882338066228,0.21027119982279927,0.9966712615467529,0.5158407483039793,0.9984529891579143,1.0,0.7176866144372951,0.9988897310262457,0.32359553190043894,0.21012410878437804
0.33176013,-0.03176013,0.63176013,27216,19043,8173,0.3003012933568489,203,7970,93,7961,9,110,15236,3780,13,14,0.9990819672131147,0.9965726337991037,0.800819198655674,0.9985821561728719,146,27070,119,8054,0.815068493150685,0.29752493535278907,0.27374334760797653,0.2860283333333319,0.0019355765473899305,0.6703520824124537,0.29083120259422796,0.9965909929954029,0.3296479175875463,0.9985237120745071,1.0,0.7990932545402099,0.9988203082769794,0.3479956018211317,0.29075775951456373,0.0019532499898264606,0.2908412374158759,0.9965575539978367,0.3296479175875463,0.998507889522889,1.0,0.7990904116459738,0.9988076688246241,0.3477100900231228,0.29076742362469393
0.35940681,-0.05940681000000003,0.65940681,27216,17031,10185,0.3742283950617284,217,9968,98,9958,10,119,15231,1783,12,5,0.9996718298766081,0.9933147632311977,0.8946039574892842,0.9990018202102049,146,27070,129,10056,0.8835616438356164,0.37148134466198746,0.28795889846178924,0.2992391666666666,0.002104428714301928,0.821602268987093,0.3562987664247972,0.9964747951555724,0.178397731012907,0.9985762276424425,1.0,0.8802160071199459,0.9987467727803829,0.37129554968924955,0.35627949901426037,0.0021235244182537857,0.3563096087937408,0.9964403456499249,0.178397731012907,0.9985608139213984,1.0,0.8802139894694386,0.9987332082801652,0.3709538192538471,0.3562906011183021
0.38705348,-0.08705348000000002,0.68705348,27216,15921,11295,0.4150132275132275,223,11072,103,11061,11,120,15226,680,11,4,0.9997373604727512,0.984081041968162,0.9565982036304252,0.9990578481251178,146,27070,131,11164,0.8972602739726028,0.4124122644994459,0.2962975676553038,0.3043574999999999,0.0022751015942630943,0.9195559888086847,0.39873215172298293,0.9963550531740012,0.08044401119131528,0.9986270311245871,1.0,0.9421744812948342,0.9987064237619738,0.3938328670027749,0.3987384461748248,0.0022958083280221094,0.39874390882016025,0.9963195748733141,0.08044401119131528,0.998612197071816,1.0,0.942173350561603,0.9986924490652337,0.393517334541016,0.398750692731647
0.41470016,-0.11470016,0.71470016,27216,15462,11754,0.43187830687830686,232,11522,109,11510,12,123,15220,231,10,1,0.9999343012942645,0.9585062240663901,0.9844134005950071,0.9992885784503945,146,27070,135,11619,0.9246575342465754,0.42922053934244553,0.3003626303811459,0.310582499999999,0.002447738353967628,0.9701290794654057,0.42068831799439405,0.9962316742039764,0.029870920534594232,0.9986761721737998,0.9999999999999983,0.9777141028977829,0.9987056748645156,0.41562982074338906,0.42069481699764794,0.002469886944140672,0.4207008937646742,0.9961951505333888,0.029870920534594232,0.998661732107133,0.9999999999999983,0.9777136191022453,0.9986915572551367,0.4152666429462005,0.4207079472330801
0.44234684,-0.14234684000000003,0.74234684,27216,15319,11897,0.43713256907701353,242,11655,118,11643,12,124,15211,98,10,0,1.0,0.9074074074074074,0.992949931457667,0.99934721587571,146,27070,136,11761,0.9315068493150684,0.43446619874399706,0.30190074997898536,0.3116891666666654,0.002622482631952243,0.9909434251190484,0.4297836836341462,0.9961045636287561,0.009056574880951589,0.9987236991839852,1.0000000000000018,0.9931353540534407,0.9987324605372084,0.43670810343530775,0.4297747873504108,0.0026462714976724097,0.42979719073812817,0.9960669417595455,0.009056574880951589,0.9987097990351784,1.0000000000000018,0.993135191442024,0.9987186560178032,0.43636834798414526,0.42978866160475293
0.46999352,-0.16999352,0.76999352,27216,15249,11967,0.43970458553791886,248,11719,124,11707,12,124,15205,34,10,0,1.0,0.7727272727272727,0.9971145648895009,0.9993442192930684,146,27070,136,11831,0.9315068493150684,0.4370520871813816,0.30280088855463544,0.3116891666666654,0.002799478829441009,0.9977717471893021,0.4328354427005846,0.9959736248679206,0.002228252810697989,0.9987696593848565,1.0000000000000222,0.9983019550589428,0.9987717485585138,0.4570888761551018,0.4328042826277172,0.0028247295013687527,0.4328497798049827,0.9959349225775865,0.002228252810697989,0.9987561385066996,1.0000000000000222,0.9983019121337234,0.9987582506928088,0.45670923971334065,0.4328188110565264
0.4976402,-0.1976402,0.7976402,27216,15225,11991,0.44058641975308643,249,11742,125,11730,12,124,15204,11,10,0,1.0,0.5238095238095238,0.9986206896551724,0.9993431855500821,146,27070,136,11855,0.9315068493150684,0.4379386775027706,0.3031675706780076,0.3116891666666654,0.0029788720931073053,0.9995571181427474,0.4337089539670754,0.9958387593986263,0.00044288185725255654,0.9988140988438745,0.9999999999998831,0.999661980312705,0.9988144997018125,0.4767927703088613,0.43365360119159585,0.0030057984484164707,0.43372424250942515,0.9957988857508145,0.00044288185725255654,0.9988010804888245,0.9999999999998831,0.9996619711867125,0.9988014857581642,0.4764339753676204,0.433668806762824
0.52528687,-0.22528686999999997,0.82528687,27216,15216,12000,0.4409171075837742,250,11750,126,11737,13,124,15203,4,9,0,1.0,0.3076923076923077,0.99914563617245,0.9994085173501577,146,27070,137,11863,0.9383561643835616,0.4382342076099003,0.3033225641666657,0.3116891666666654,0.0031608082924434126,0.9999291280973723,0.4339730417531054,0.9956998667855096,7.087190262762421e-05,0.9988570624715353,0.9999999999993936,0.9999458833659042,0.9988571243234673,0.49583989085072555,0.433893557109021,0.003189216712461795,0.43398917179846636,0.9956588775548934,7.087190262762421e-05,0.9988444088367043,0.9999999999993936,0.9999458818237009,0.9988444713751906,0.4954482281551869,0.4339094000825943
0.55293355,-0.25293355,0.8529335499999999,27216,15210,12006,0.44113756613756616,255,11751,131,11738,13,124,15198,3,9,0,1.0,0.25,0.9992110453648915,0.9994082840236687,146,27070,137,11869,0.9383561643835616,0.4384558551902475,0.3034387134904761,0.3116891666666654,0.003345434327021897,0.9999908921065717,0.4341045657152069,0.9955568444575671,9.107893428378396e-06,0.9988985941034949,1.0000000000042697,0.999993043744084,0.9988986017651562,0.5142498535161057,0.43400159748959305,0.003375560021387461,0.4341216708134958,0.9955146068174896,9.107893428378396e-06,0.9988864078417075,1.0000000000042697,0.9999930435338137,0.9988864155883737,0.5138766376212023,0.43401815164270585
0.6082269,-0.3082269,0.9082269000000001,27216,15198,12018,0.4415784832451499,265,11753,141,11740,13,124,15188,1,9,0,1.0,0.1,0.9993420186866693,0.9994078168180024,146,27070,137,11881,0.9383561643835616,0.438899150350942,0.30371237255228173,0.3116891666666654,0.0037233471242957205,0.9999999226659345,0.4343230442912672,0.9952579909364513,7.733406548331572e-08,0.9989775310539369,0.9999999999819291,0.9999999409124264,0.9989775311143522,0.5492341960208457,0.4341754099421808,0.0037567404700193214,0.43434200473260565,0.9952132730327019,7.733406548331572e-08,0.9989661295196469,0.9999999999819291,0.9999999409104459,0.9989661295807378,0.5488506589987663,0.43419337648520784
0.66352026,-0.36352026,0.9635202599999999,27216,15190,12026,0.4418724279835391,272,11754,148,11741,13,124,15181,0,9,0,1.0,0.0,0.9994075049374589,0.9994075049374589,146,27070,137,11889,0.9383561643835616,0.43919468045807164,0.303932575877265,0.3116891666666654,0.004113802946438488,0.9999999997318885,0.43454477490364185,0.9949413385657669,2.681115529301644e-10,0.999051238494328,1.0000000744285462,0.9999999997950674,0.9990512384945224,0.5818927953570511,0.43435546665321195,0.004150538683435235,0.4345656331246814,0.9948940200211057,2.681115529301644e-10,0.9990405765805247,1.0000000744285462,0.9999999997950598,0.9990405765807213,0.5815025614893807,0.4343749141062734
0.71881362,-0.41881362000000005,1.01881362,27216,15181,12035,0.44220311581422694,280,11755,156,11741,14,124,15173,0,8,0,1.0,0.0,0.9994730254923918,0.9994730254923918,146,27070,138,11897,0.9452054794520548,0.4394902105652013,0.3042212253150524,0.3116891666666654,0.004518010090545861,0.9999999999996232,0.4347742802000577,0.9946059941827119,3.7684098613662965e-13,0.9991200285533826,1.0000830434548353,0.9999999999997119,0.9991200285533828,0.6123651008922147,0.434546116920672,0.004565340076750236,0.4348011537405051,0.9945487797406568,3.7684098613662965e-13,0.999110056924619,1.0000830434548353,0.9999999999997118,0.9991100569246192,0.6119713591986092,0.4345711929807958
0.77410697,-0.47410696999999996,1.0741069699999999,27216,15175,12041,0.4424235743680188,285,11756,161,11741,15,124,15168,0,7,0,1.0,0.0,0.9995387149917627,0.9995387149917627,146,27070,139,11902,0.952054794520548,0.4396749168821574,0.3044396889793198,0.3116891666666654,0.004937194084784425,0.9999999999999998,0.4350122891017111,0.9942510310485454,2.1370691643617432e-16,0.9991841973573482,0.9624503892284524,0.9999999999999998,0.9991841973573482,0.640783329263309,0.4347479207343433,0.005001195934833068,0.4350486287764907,0.9941778018532039,2.1370691643617432e-16,0.9991748711570217,0.9624503892284524,0.9999999999999998,0.9991748711570217,0.640388871246133,0.43478210428928854
0.82940032,-0.5294003199999999,1.12940032,27216,15166,12050,0.4427542621987066,293,11757,169,11741,16,124,15160,0,6,0,1.0,0.0,0.999604378214427,0.999604378214427,146,27070,140,11910,0.958904109589041,0.43997044698928706,0.3048063527662508,0.3116891666666654,0.005372599065279486,1.0,0.4352595081332952,0.9938754881596036,4.8734777673051224e-20,0.9992440256779471,,1.0,,0.6672727687790713,0.43496142456003617,0.005453361547849502,0.43530536434446343,0.9937861162782569,4.8734777673051224e-20,0.9992353076824257,,1.0,,0.6668800236940766,0.43500478849732377
0.88469368,-0.58469368,1.18469368,27216,15158,12058,0.44304820693709585,301,11757,177,11741,16,124,15152,0,6,0,1.0,0.0,0.9996041694154901,0.9996041694154901,146,27070,140,11918,0.958904109589041,0.4402659770964167,0.3051747320589364,0.3116891666666654,0.0058254888055064,1.0,0.4355166548541846,0.993478369843471,4.458228350281107e-24,0.9992997795224239,,1.0,,0.6919520562366865,0.43518719445807863,0.0059231066411271445,0.4355720813832061,0.9933727233893445,4.458228350281107e-24,0.9992916343049187,,1.0,,0.6915631238419865,0.43523981392068095
0.93998703,-0.6399870299999999,1.23998703,27216,15147,12069,0.44345238095238093,312,11757,188,11741,16,124,15141,0,6,0,1.0,0.0,0.9996038819568231,0.9996038819568231,146,27070,140,11929,0.958904109589041,0.44067233099372,0.305729970033418,0.3116891666666654,0.006297147566848195,1.0,0.4357844584564412,0.9930586455189484,1.633059780796157e-28,0.9993517107124871,,1.0,,0.7149334470837403,0.43542581633499494,0.006411721339133861,0.4358495124137873,0.9929365886614024,1.633059780796157e-28,0.9993441045818877,,1.0,,0.714550128014387,0.43548776871580336
0.99528039,-0.69528039,1.29528039,27216,15139,12077,0.44374632569077016,320,11757,196,11741,16,124,15133,0,6,0,1.0,0.0,0.9996036726335954,0.9996036726335954,146,27070,140,11937,0.958904109589041,0.4409678611008496,0.3061647611161703,0.3116891666666654,0.006788881729373907,1.0,0.4360636606909176,0.9926152487554791,2.3919629873563532e-33,0.9994000575464917,,1.0,,0.7363231208394069,0.4356778964784034,0.006920517809673192,0.4361384024732833,0.99247664171941,2.3919629873563532e-33,0.9993929584874846,,1.0,,0.7359469450312937,0.43574926142083753
1.05057374,-0.7505737399999999,1.35057374,27216,15133,12083,0.44396678424456204,326,11757,202,11741,16,124,15127,0,6,0,1.0,0.0,0.9996035154959361,0.9996035154959361,146,27070,140,11943,0.958904109589041,0.4411895086811969,0.3065186544456389,0.3116891666666654,0.0073020200925129185,1.0,0.43635501603797766,0.9921470775021484,1.3994298080463165e-38,0.999445045304323,,1.0,,0.7562214154789673,0.4359440614268254,0.007450830531853712,0.4364395092669288,0.9919917766002784,1.3994298080463165e-38,0.999438422916452,,1.0,,0.7558536682939268,0.43602492080674243
1.1058671,-0.8058671,1.4058671,27216,15123,12093,0.4443342151675485,336,11757,212,11741,16,124,15117,0,6,0,1.0,0.0,0.9996032533227535,0.9996032533227535,146,27070,140,11953,0.958904109589041,0.441558921315109,0.3071491078171936,0.3116891666666654,0.007837915503109914,1.0,0.4366592926318914,0.9916529931181371,3.2675078056505024e-44,0.9994868868840002,,1.0,,0.77472311882908,0.43622495852089277,0.00800401794022197,0.43675360410164055,0.9914808507700175,3.2675078056505024e-44,0.9994807123223514,,1.0,,0.7743648654437595,0.43631539643605743
1.16116045,-0.8611604499999999,1.46116045,27216,15116,12100,0.44459141681363906,343,11757,219,11741,16,124,15110,0,6,0,1.0,0.0,0.999603069595131,0.999603069595131,146,27070,140,11960,0.958904109589041,0.44181751015884746,0.3076289963498613,0.3116891666666654,0.008397944954616396,1.0,0.43697727231715483,0.9911318207797812,3.0426463408695104e-50,0.9995257832885585,,1.0,,0.7919176925877496,0.4365212556719259,0.008581462489747864,0.43708147192291563,0.9909426855655706,3.0426463408695104e-50,0.9995200292039359,,1.0,,0.791569800357203,0.4366213584117072
1.21645381,-0.9164538099999999,1.51645381,27216,15108,12108,0.44488536155202824,351,11757,227,11741,16,124,15102,0,6,0,1.0,0.0,0.9996028594122319,0.9996028594122319,146,27070,140,11968,0.958904109589041,0.4421130402659771,0.30821310861964446,0.3116891666666654,0.00898351112965067,1.0,0.4373097515243419,0.9905823485530885,1.129293039828589e-56,0.999561924224131,,1.0,,0.8078895445005347,0.43683364188922685,0.009184572214275778,0.4374239121997061,0.9903760652541641,1.129293039828589e-56,0.9995565647049501,,1.0,,0.8075527037513076,0.43694349791178766
1.27174716,-0.97174716,1.5717471600000001,27216,15103,12113,0.44506907701352144,356,11757,232,11741,16,124,15097,0,6,0,1.0,0.0,0.9996027279348474,0.9996027279348474,146,27070,140,11973,0.958904109589041,0.44229774658293314,0.30860145828173496,0.3116891666666654,0.009596042273937514,1.0,0.4376575411985286,0.9900033280006253,1.6698598045462094e-63,0.9995954885657393,,1.0,,0.8227182411300259,0.43716282693505193,0.009814780564591643,0.4377817388324748,0.9897797376769459,1.6698598045462094e-63,0.9995904990798654,,1.0,,0.8223929841782784,0.43728252682363955
1.32704052,-1.02704052,1.62704052,27216,15096,12120,0.445326278659612,363,11757,239,11741,16,124,15090,0,6,0,1.0,0.0,0.9996025437201908,0.9996025437201908,146,27070,140,11980,0.958904109589041,0.4425563354266716,0.3091744892739265,0.3116891666666654,0.010236993645551005,1.0,0.4380214676221597,0.989393473304581,9.833267187982348e-71,0.9996266449165149,,1.0,,0.8364787611062118,0.43750954182316765,0.010473547873506546,0.4381557809850564,0.9891524133588583,9.833267187982348e-71,0.9996220022548853,,1.0,,0.8361654798647008,0.4376391782499103
1.38233387,-1.08233387,1.6823338700000001,27216,15089,12127,0.44558348030570255,370,11757,246,11741,16,124,15083,0,6,0,1.0,0.0,0.9996023593346146,0.9996023593346146,146,27070,140,11987,0.958904109589041,0.44281492427041,0.3097741558093501,0.3116891666666654,0.010907847139860182,1.0,0.4384023722020965,0.988751462095842,2.30524957260704e-78,0.9996555520501171,,1.0,,0.8492416960335339,0.43787453834750506,0.01116236094311476,0.43854688285030685,0.9884927663765242,2.30524957260704e-78,0.9996512342706837,,1.0,,0.8489406580714645,0.4380142060151368
1.43762723,-1.1376272299999999,1.73762723,27216,15085,12131,0.44573045267489714,374,11757,250,11741,16,124,15079,0,6,0,1.0,0.0,0.9996022538945973,0.9996022538945973,146,27070,140,11991,0.958904109589041,0.44296268932397487,0.31013803458082506,0.3116891666666654,0.011610112638311658,1.0,0.43880111223544344,0.988075934635731,2.150869531418614e-86,0.999682359431261,,1.0,,0.8610734852512346,0.4382585895473576,0.011882734409529005,0.43895590442498716,0.9877994335266004,2.150869531418614e-86,0.9996783458047556,,1.0,,0.8607848485944849,0.43840838513855973
1.49292058,-1.19292058,1.79292058,27216,15081,12135,0.4458774250440917,378,11757,254,11741,16,124,15075,0,6,0,1.0,0.0,0.9996021483986473,0.9996021483986473,146,27070,140,11995,0.958904109589041,0.4431104543775397,0.3105196961269047,0.3116891666666654,0.0123453273607933,1.0,0.439218560541826,0.987365494890017,7.985146921739182e-95,0.9997072076331933,,1.0,,0.8720366045069258,0.4386624890967845,0.012636210055611451,0.4393837211195386,0.9870710154407321,7.985146921739182e-95,0.9997034785895146,,1.0,,0.8717604310973625,0.4388225112002407
1.54821394,-1.2482139399999999,1.84821394,27216,15076,12140,0.44606114050558493,382,11758,258,11741,17,124,15071,0,5,0,1.0,0.0,0.9996683470416556,0.9996683470416556,146,27070,141,11999,0.9657534246575342,0.44325821943110455,0.31101955944535875,0.3117237499999987,0.013115057107662422,1.0,0.4396556061686032,0.9866187097768834,1.1793141031255654e-103,0.9997302288201156,,1.0,,0.8821897827834843,0.4390870517321567,0.013424358069255791,0.4398312244725238,0.986306075819743,1.1793141031255654e-103,0.9997267658965574,,1.0,,0.881926050821251,0.43925740077644654
1.60350729,-1.30350729,1.90350729,27216,15067,12149,0.4463918283362728,391,11758,267,11741,17,124,15062,0,5,0,1.0,0.0,0.9996681489347581,0.9996681489347581,146,27070,141,12008,0.9657534246575342,0.44359069080162544,0.31194856325623416,0.31175833333333197,0.013920895316250707,1.0,0.4401131538551595,0.9858341105087839,6.927505510481606e-113,0.9997515471387624,,1.0,,0.8915881785772137,0.4395331124892834,0.014248776058203204,0.44029932159124824,0.9855031428186288,6.927505510481606e-113,0.9997483329290975,,1.0,,0.8913367937077147,0.43971389065224187
1.65880065,-1.35880065,1.9588006500000001,27216,15058,12158,0.4467225161669606,399,11759,275,11741,18,124,15054,0,4,0,1.0,0.0,0.9997343604728384,0.9997343604728384,146,27070,142,12016,0.9726027397260274,0.44388622090875507,0.3129234216153964,0.31175833333333197,0.01476446419088195,1.0,0.4405921246745186,0.9850101919133776,1.6182718965498036e-122,0.9997712791636617,,1.0,,0.900283579447638,0.4400015270894753,0.015111090196832917,0.44078893580289746,0.9846607083530988,1.6182718965498036e-122,0.9997682972690657,,1.0,,0.9000443849644363,0.4401928382157395
1.714094,-1.414094,2.014094,27216,15052,12164,0.4469429747207525,405,11759,281,11741,18,124,15048,0,4,0,1.0,0.0,0.9997342545841085,0.9997342545841085,146,27070,142,12022,0.9726027397260274,0.44410786848910233,0.31360182094705596,0.31175833333333197,0.015647413440737026,1.0,0.44109345531671473,0.9841454140660524,1.5031242958939233e-132,0.9997895342623777,,1.0,,0.9083245659174026,0.4404931710114212,0.01601295392019051,0.4413010059130182,0.9837772297774763,1.5031242958939233e-132,0.9997867692433868,,1.0,,0.9080973519759471,0.4406951205041672
1.76938736,-1.46938736,2.06938736,27216,15044,12172,0.4472369194591417,413,11759,289,11741,18,124,15040,0,4,0,1.0,0.0,0.999734113267748,0.999734113267748,146,27070,142,12030,0.9726027397260274,0.444403398596232,0.3145412714974249,0.31175833333333197,0.01657142129385128,1.0,0.4416180986645312,0.9832382016895,5.550710851356713e-143,0.9998064150048404,,1.0,,0.9157566944812485,0.44100893983254175,0.01695604895552275,0.4418364867912144,0.9828511292690126,5.550710851356713e-143,0.9998038523351273,,1.0,,0.9155412064513603,0.44122163455390234
