Amplitude,Uncertainty,Category,Truth,Weight,WeightClass
-0.084521666666666,1.6848036,TN,0,0.369481893149741,C3L
-0.0407391666666665,1.4297577,TN,0,0.2888842112022498,C2L
-0.0861816666666653,1.6951959,TN,0,0.37276598942457995,C3L
-0.0822391666666665,1.9556836,TN,0,0.455083347969977,C4L
-0.1565241666666666,2.357312,TN,0,0.5820029261489628,C6L
-0.1375033333333317,2.104497,TN,0,0.5021102363956478,C5L
-0.1223558333333321,2.1172142,TN,0,0.5061290300357832,C5L
-0.0275283333333318,1.5870352,TN,0,0.3385858606798402,C2L
-0.1236699999999984,2.405154,TN,0,0.597121594199427,C6L
-0.0670916666666654,1.8771389,TN,0,0.4302622442029253,C4L
-0.1105283333333319,1.7288573,TN,0,0.38340341120280597,C3L
-0.0983549999999994,1.4540192,TN,0,0.2965511474696788,C2L
-0.1813549999999994,1.8549771,TN,0,0.42325883929508745,C4L
-0.0960033333333317,1.9562569,TN,0,0.4552645179125658,C4L
0.0436441666666678,0.99280286,TN,0,0.15080103786075744,C1L
-0.126021666666666,1.6050236,TN,0,0.34427041919242257,C3L
-0.0797491666666656,1.583549,TN,0,0.33748417804622266,C2L
-0.1224249999999987,2.6496437,TN,0,0.6743833854300939,C7L
-0.0406699999999983,1.3991976,TN,0,0.2792268388622768,C2L
-0.053258333333332,1.6034144,TN,0,0.3437618919438375,C3L
-0.0255224999999988,1.9077905,TN,0,0.43994853168287185,C4L
-0.0706883333333327,1.7597116,TN,0,0.3931537544081368,C3L
-0.0960724999999999,1.2227254,TN,0,0.22345942504314045,C1L
0.0798183333333346,3.211896,TN,0,0.8520621171785573,C7L
-0.010582499999999,2.407628,TN,0,0.59790340902232,C6L
-0.1651699999999984,1.8852746,TN,0,0.4328332267633986,C4L
-0.0808558333333321,2.6381366,TN,0,0.6707469984662652,C7L
-0.1099058333333332,1.6506178,TN,0,0.35867875443815794,C3L
-0.109836666666665,2.026295,TN,0,0.4773974300982022,C5L
0.0436441666666678,2.588803,TN,0,0.6551569662323623,C7L
-0.1398549999999994,2.3355567,TN,0,0.575127980305598,C6L
-0.0960724999999999,2.3868742,TN,0,0.5913449496563712,C6L
-0.052082499999999,1.2753683,TN,0,0.24009523730671178,C1L
-0.0458574999999999,2.2676954,TN,0,0.5536829640401206,C6L
-0.1243616666666652,1.1622044,TN,0,0.2043340350284642,C1L
-0.0706883333333327,1.9865018,TN,0,0.4648222831255478,C5L
-0.1099058333333332,2.3064702,TN,0,0.5659362839248065,C6L
-0.0821699999999984,1.8059075,TN,0,0.4077522343502888,C4L
-0.1224249999999987,1.8182654,TN,0,0.4116574847140033,C4L
-0.0393558333333321,1.4939069,TN,0,0.30915615761968296,C2L
-0.0551949999999985,1.3424606,TN,0,0.2612972399914272,C1L
-0.001521666666666,1.6491044,TN,0,0.3582005011831191,C3L
-0.0822391666666665,1.2227918,TN,0,0.22348040827039997,C1L
0.0032508333333343,1.5334113,TN,0,0.3216400401942566,C2L
-0.0181908333333333,1.4187263,TN,0,0.285398151365038,C2L
-0.1085916666666654,2.0352068,TN,0,0.48021366992789416,C5L
-0.0393558333333321,2.1285257,TN,0,0.5097036049626849,C5L
-0.0960724999999999,1.4943005,TN,0,0.30928054012343825,C2L
-0.1000149999999986,1.8585789,TN,0,0.4243970529689338,C4L
-0.010582499999999,2.3489556,TN,0,0.5793621996388483,C6L
-0.053258333333332,1.2830139,TN,0,0.24251134216116246,C1L
-0.1796949999999985,1.7299086,TN,0,0.38373563510066666,C3L
-0.1830149999999987,2.2128038,TN,0,0.5363365345606078,C6L
-0.135082499999999,2.027441,TN,0,0.4777595803759044,C5L
-0.053258333333332,1.3917056,TN,0,0.27685927352148676,C2L
-0.0946891666666654,2.4056325,TN,0,0.5972728061609283,C6L
-0.0690283333333318,1.5564326,TN,0,0.3289150578103711,C2L
-0.0797491666666656,2.596631,TN,0,0.6576307117592849,C7L
0.0233091666666667,1.7816368,TN,0,0.4000823907682396,C3L
-0.0821699999999984,2.180315,TN,0,0.526069668991486,C6L
-0.043021666666666,1.3445697,TN,0,0.26196374186813043,C1L
-0.0960033333333317,1.6743264,TN,0,0.3661709674171562,C3L
-0.126021666666666,2.3726478,TN,0,0.5868492300135235,C6L
-0.0585149999999986,1.5008261,TN,0,0.3113427110241136,C2L
-0.192836666666665,0.9206448,TN,0,0.12799819190311615,C1L
-0.0394249999999987,2.646104,TN,0,0.6732647961299344,C7L
-0.1243616666666652,2.310225,TN,0,0.5671228475048383,C6L
-0.0706883333333327,1.2178487,TN,0,0.2219183270856617,C1L
-0.1790724999999999,2.63941,TN,0,0.6711494087312093,C7L
-0.093582499999999,1.6965448,TN,0,0.3731922586301581,C3L
-0.0458574999999999,1.8102272,TN,0,0.409117313368256,C4L
-0.0828616666666652,2.2686243,TN,0,0.5539765080130331,C6L
-0.001521666666666,1.6997213,TN,0,0.37419607220530754,C3L
0.0106516666666679,2.0035036,TN,0,0.47019506374634923,C5L
-0.0670224999999988,1.7239324,TN,0,0.3818470814448166,C3L
-0.084521666666666,1.6387368,TN,0,0.35492421041601085,C3L
-0.1099058333333332,1.4029431,TN,0,0.2804104635264425,C2L
-0.1904158333333323,1.9609123,TN,0,0.456735682312928,C4L
-0.1398549999999994,1.2135712,TN,0,0.22056658379345276,C1L
-0.0446816666666653,1.8798605,TN,0,0.4311223037105993,C4L
-0.1074158333333323,1.342913,TN,0,0.26144020402775575,C1L
-0.026836666666665,1.3267475,TN,0,0.25633170462618854,C1L
-0.1224249999999987,1.5555507,TN,0,0.3286363664230189,C2L
-0.0684058333333332,1.7314644,TN,0,0.3842272872839557,C3L
0.2107508333333343,3.2754831,FN,1,0.8721564329929395,C7L
-0.1288574999999999,1.3408844,TN,0,0.2607991411539802,C1L
-0.1236699999999984,2.000827,TN,0,0.4693492247993179,C5L
-0.1915916666666654,2.1408648,TN,0,0.5136029142921754,C5L
-0.0531891666666654,1.6906531,TN,0,0.37133040802707035,C3L
-0.1105283333333319,1.5539213,TN,0,0.32812145572276763,C2L
-0.155348333333332,2.0568054,TN,0,0.4870390966189764,C5L
-0.0659158333333323,1.7966732,TN,0,0.40483408050265707,C4L
-0.0406699999999983,2.2501037,TN,0,0.5481237676699156,C6L
-0.1085224999999988,2.5301316,TN,0,0.6366160728613492,C7L
-0.1243616666666652,1.974446,TN,0,0.4610125001256149,C5L
-0.0706883333333327,1.1954991,TN,0,0.21485557503807473,C1L
-0.1011908333333333,1.9375502,TN,0,0.449352967650879,C4L
-0.1500224999999988,2.0864797,TN,0,0.49641654512300815,C5L
-0.1105283333333319,1.6784883,TN,0,0.36748617966913627,C3L
-0.1276816666666653,1.4453866,TN,0,0.2938231383184636,C2L
-0.0659158333333323,1.5293368,TN,0,0.32035244743116953,C2L
-0.0808558333333321,2.4051995,TN,0,0.5971359727662992,C6L
-0.0551949999999985,2.3422346,TN,0,0.5772382799037374,C6L
-0.0684058333333332,1.9675647,TN,0,0.45883792359337006,C5L
-0.1627491666666657,1.5263155,TN,0,0.3193976789896146,C2L
-0.1288574999999999,1.4047655,TN,0,0.2809863646312283,C2L
-0.0821699999999984,1.9851334,TN,0,0.4643898516770244,C5L
-0.094758333333332,1.9269983,TN,0,0.4460184357876273,C4L
-0.0828616666666652,1.6542406,TN,0,0.3598236043736377,C3L
-0.1691816666666653,1.7880551,TN,0,0.4021106535320934,C4L
-0.0822391666666665,1.9916147,TN,0,0.46643802322577804,C5L
-0.053258333333332,2.1770523,TN,0,0.5250386151423942,C5L
-0.0670224999999988,1.591525,TN,0,0.3400046934170371,C2L
-0.043021666666666,1.5055549,TN,0,0.31283707073894645,C2L
-0.030848333333332,2.0344377,TN,0,0.4799706247458864,C5L
-0.0670916666666654,1.7335486,TN,0,0.3848859204504366,C3L
-0.0808558333333321,1.6815534,TN,0,0.36845478945638344,C3L
-0.1243616666666652,2.6262183,TN,0,0.6669806671794074,C7L
-0.1375724999999999,1.9086555,TN,0,0.4402218824596716,C4L
-0.1415149999999987,2.6346815,TN,0,0.6696551438201142,C7L
-0.0735241666666666,2.3921118,TN,0,0.5930000965102048,C6L
-0.0808558333333321,2.0581586,TN,0,0.4874667246781271,C5L
-0.043021666666666,1.9364644,TN,0,0.4490098413231922,C4L
-0.135082499999999,2.545799,TN,0,0.6415671664572242,C7L
-0.1223558333333321,2.593553,TN,0,0.6566580254113202,C7L
-0.2073616666666652,2.0652885,TN,0,0.4897198619076117,C5L
-0.0585149999999986,2.0768206,TN,0,0.4933641491829087,C5L
-0.0659158333333323,1.8411986,TN,0,0.418904661632504,C4L
-0.0873574999999999,1.2313817,TN,0,0.2261949236896275,C1L
-0.0821699999999984,1.7746695,TN,0,0.397880637164544,C3L
-0.0983549999999994,2.4045386,TN,0,0.5969271201323257,C6L
-0.196848333333332,2.3824914,TN,0,0.5899599302522582,C6L
-0.1011908333333333,2.2464097,TN,0,0.5469564176473745,C6L
-0.0255916666666654,1.8408595,TN,0,0.4187975018077493,C4L
-0.1361891666666654,2.5110285,TN,0,0.6305792552610229,C7L
-0.1105283333333319,1.5673842,TN,0,0.33237589985337657,C2L
-0.0821699999999984,2.7253218,TN,0,0.6982986078829561,C7L
-0.1224249999999987,2.0254524,TN,0,0.47713115800047784,C5L
